Verbo(nselect:0) 	 	 {record, register}(nselect:1)
{cut}(nselect:0) 	 	 {fell, drop, strike down, cut down}(nselect:0)
{cut}(nselect:0) 	 	 {nick, chip}(nselect:0)
{cut}(nselect:0) 	 	 {nick, snick}(nselect:0)
{cut}(nselect:0) 	 	 {chip, knap, cut off, break off}(nselect:0)
{cut}(nselect:0) 	 	 {pare, trim}(nselect:0)
{cut}(nselect:0) 	 	 {circumcise}(nselect:0)
{cut}(nselect:0) 	 	 {furrow, chamfer, chase}(nselect:0)
{cut}(nselect:0) 	 	 {indent}(nselect:0)
{cut}(nselect:0) 	 	 {mortise, mortice}(nselect:0)
{cut}(nselect:0) 	 	 {mow, cut down}(nselect:0)
{cut}(nselect:0) 	 	 {shear}(nselect:0)
{cut}(nselect:0) 	 	 {slash, gash}(nselect:0)
{cut}(nselect:0) 	 	 {slash, cut down}(nselect:0)
{cut}(nselect:0) 	 	 {tap}(nselect:0)
{cut}(nselect:0) 	 	 {hob}(nselect:0)
{cut}(nselect:0) 	 	 {bore, drill}(nselect:0)
{cut}(nselect:0) 	 	 {nip, nip off, clip, snip, snip off}(nselect:0)
{cut}(nselect:0) 	 	 {dissect}(nselect:0)
{cut}(nselect:0) 	 	 {bisect}(nselect:0)
{cut}(nselect:0) 	 	 {transect}(nselect:0)
{cut}(nselect:0) 	 	 {trisect}(nselect:0)
{cut}(nselect:0) 	 	 {whittle, pare}(nselect:0)
{cut}(nselect:0) 	 	 {chatter}(nselect:0)
{cut}(nselect:0) 	 	 {cut away}(nselect:0)
{cut}(nselect:0) 	 	 {tomahawk}(nselect:0)
{cut}(nselect:0) 	 	 {sabre, saber}(nselect:0)
{cut}(nselect:0) 	 	 {rebate}(nselect:0)
{cut}(nselect:0) 	 	 {cradle}(nselect:0)
{cut}(nselect:0) 	 	 {incise}(nselect:0)
{cut}(nselect:0) 	 	 {trench}(nselect:0)
{cut}(nselect:0) 	 	 {dock, tail, bob}(nselect:0)
{cut}(nselect:0) 	 	 {slit, slice}(nselect:0)
{cut}(nselect:0) 	 	 {saw}(nselect:0)
{cut}(nselect:0) 	 	 {discerp, sever, lop}(nselect:0)
{cut}(nselect:0) 	 	 {chase}(nselect:0)
{cut}(nselect:0) 	 	 {bevel, chamfer}(nselect:0)
{cut}(nselect:0) 	 	 {rip}(nselect:0)
{cut}(nselect:0) 	 	 {crosscut, cut across}(nselect:1)
{move, displace}(nselect:0) 	 	 {uproot, extirpate, deracinate, root out}(nselect:0)
{move, displace}(nselect:0) 	 	 {press down, depress}(nselect:0)
{move, displace}(nselect:0) 	 	 {lift}(nselect:0)
{move, displace}(nselect:0) 	 	 {flick, ruffle, riffle}(nselect:0)
{move, displace}(nselect:0) 	 	 {work}(nselect:0)
{move, displace}(nselect:0) 	 	 {take back}(nselect:0)
{move, displace}(nselect:0) 	 	 {center, centre}(nselect:0)
{move, displace}(nselect:0) 	 	 {pump}(nselect:0)
{move, displace}(nselect:0) 	 	 {scan}(nselect:0)
{move, displace}(nselect:0) 	 	 {jar, shake up, bump around}(nselect:0)
{move, displace}(nselect:0) 	 	 {dandle}(nselect:0)
{move, displace}(nselect:0) 	 	 {roll, revolve}(nselect:0)
{move, displace}(nselect:0) 	 	 {push, force}(nselect:0)
{move, displace}(nselect:0) 	 	 {rock, sway}(nselect:0)
{move, displace}(nselect:0) 	 	 {fluctuate}(nselect:0)
{move, displace}(nselect:0) 	 	 {pulse}(nselect:0)
{move, displace}(nselect:0) 	 	 {shift, dislodge, reposition}(nselect:0)
{move, displace}(nselect:0) 	 	 {glide}(nselect:0)
{move, displace}(nselect:0) 	 	 {stir}(nselect:0)
{move, displace}(nselect:0) 	 	 {play}(nselect:0)
{move, displace}(nselect:0) 	 	 {overturn, tip over, turn over, upset, knock over, bowl over, tump over}(nselect:0)
{move, displace}(nselect:0) 	 	 {transport, send, ship}(nselect:0)
{move, displace}(nselect:0) 	 	 {send, direct}(nselect:0)
{move, displace}(nselect:0) 	 	 {transport}(nselect:0)
{move, displace}(nselect:0) 	 	 {saltate}(nselect:0)
{move, displace}(nselect:0) 	 	 {lower, take down, let down, get down, bring down}(nselect:0)
{move, displace}(nselect:0) 	 	 {lift, raise}(nselect:0)
{move, displace}(nselect:0) 	 	 {raise, lift, elevate, get up, bring up}(nselect:0)
{move, displace}(nselect:0) 	 	 {drop}(nselect:0)
{move, displace}(nselect:0) 	 	 {sink}(nselect:0)
{move, displace}(nselect:0) 	 	 {advance, bring forward}(nselect:0)
{move, displace}(nselect:0) 	 	 {chase away, drive out, turn back, drive away, dispel, drive off, run off}(nselect:0)
{move, displace}(nselect:0) 	 	 {transfer, shift}(nselect:0)
{move, displace}(nselect:0) 	 	 {displace}(nselect:0)
{move, displace}(nselect:0) 	 	 {herd, crowd}(nselect:0)
{move, displace}(nselect:0) 	 	 {circulate}(nselect:0)
{move, displace}(nselect:0) 	 	 {circulate, pass around, pass on, distribute}(nselect:0)
{move, displace}(nselect:0) 	 	 {rout out, drive out, force out, rouse}(nselect:0)
{move, displace}(nselect:0) 	 	 {drive}(nselect:0)
{move, displace}(nselect:0) 	 	 {race, rush}(nselect:0)
{move, displace}(nselect:0) 	 	 {woosh, whoosh}(nselect:0)
{move, displace}(nselect:0) 	 	 {pour}(nselect:0)
{move, displace}(nselect:0) 	 	 {slip}(nselect:0)
{move, displace}(nselect:0) 	 	 {exteriorize, bring outside}(nselect:0)
{move, displace}(nselect:0) 	 	 {upstage}(nselect:0)
{move, displace}(nselect:0) 	 	 {swing}(nselect:0)
{move, displace}(nselect:0) 	 	 {turn, turn over}(nselect:0)
{move, displace}(nselect:0) 	 	 {turn}(nselect:0)
{move, displace}(nselect:0) 	 	 {turn}(nselect:0)
{move, displace}(nselect:0) 	 	 {slide}(nselect:1)
{move, displace}(nselect:0) 	 	 {run}(nselect:0)
{move, displace}(nselect:0) 	 	 {whistle}(nselect:0)
{move, displace}(nselect:0) 	 	 {beat, flap}(nselect:0)
{move, displace}(nselect:0) 	 	 {singsong}(nselect:0)
{move, displace}(nselect:0) 	 	 {hustle}(nselect:0)
{move, displace}(nselect:0) 	 	 {wash}(nselect:0)
{move, displace}(nselect:0) 	 	 {rake}(nselect:0)
{move, displace}(nselect:0) 	 	 {blow}(nselect:0)
{move, displace}(nselect:0) 	 	 {drag}(nselect:0)
{move, displace}(nselect:0) 	 	 {pull, draw}(nselect:0)
{move, displace}(nselect:0) 	 	 {lateralize}(nselect:0)
{move, displace}(nselect:0) 	 	 {translate}(nselect:0)
{move, displace}(nselect:0) 	 	 {hit, strike}(nselect:0)
{move, displace}(nselect:0) 	 	 {sling}(nselect:0)
{move, displace}(nselect:0) 	 	 {change hands, change owners}(nselect:0)
{change hands, change owners}(nselect:0) 	 	 {fall, return, pass, devolve}(nselect:0)
{fall, return, pass, devolve}(nselect:0) 	 	 {fall, light}(nselect:2)
{move, displace}(nselect:0) 	 	 {expel, throw out, kick out}(nselect:0)
Verbo(nselect:0) 	 	 {express, verbalize, verbalise, utter, give tongue to}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {state, say, tell}(nselect:56)
{state, say, tell}(nselect:56) 	 	 {declare}(nselect:0)
{declare}(nselect:0) 	 	 {plead}(nselect:0)
{declare}(nselect:0) 	 	 {profess}(nselect:0)
{declare}(nselect:0) 	 	 {condemn}(nselect:0)
{declare}(nselect:0) 	 	 {consecrate, bless, hallow, sanctify}(nselect:0)
{declare}(nselect:0) 	 	 {account, answer for}(nselect:0)
{declare}(nselect:0) 	 	 {propose, suggest, advise}(nselect:7)
{propose, suggest, advise}(nselect:7) 	 	 {recommend, urge, advocate}(nselect:1)
{propose, suggest, advise}(nselect:7) 	 	 {advance, throw out}(nselect:0)
{propose, suggest, advise}(nselect:7) 	 	 {proposition}(nselect:0)
{propose, suggest, advise}(nselect:7) 	 	 {feed back}(nselect:0)
{propose, suggest, advise}(nselect:7) 	 	 {submit, state, put forward, posit}(nselect:0)
{propose, suggest, advise}(nselect:7) 	 	 {move, make a motion}(nselect:0)
{declare}(nselect:0) 	 	 {promise}(nselect:0)
{declare}(nselect:0) 	 	 {take the Fifth, take the Fifth Amendment}(nselect:0)
{declare}(nselect:0) 	 	 {sentence, condemn, doom}(nselect:0)
{declare}(nselect:0) 	 	 {proclaim, exclaim, promulgate}(nselect:1)
{proclaim, exclaim, promulgate}(nselect:1) 	 	 {declare}(nselect:0)
{proclaim, exclaim, promulgate}(nselect:1) 	 	 {trumpet}(nselect:0)
{proclaim, exclaim, promulgate}(nselect:1) 	 	 {clarion}(nselect:0)
{declare}(nselect:0) 	 	 {profess}(nselect:0)
{declare}(nselect:0) 	 	 {affirm, verify, assert, avow, aver, swan, swear}(nselect:24)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:24) 	 	 {hold}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:24) 	 	 {claim, take}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:24) 	 	 {attest}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:24) 	 	 {declare}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:24) 	 	 {protest}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:24) 	 	 {assure, tell}(nselect:1)
{declare}(nselect:0) 	 	 {swear, depose, depone}(nselect:0)
{declare}(nselect:0) 	 	 {testify, attest, take the stand, bear witness}(nselect:0)
{declare}(nselect:0) 	 	 {decree}(nselect:0)
{decree}(nselect:0) 	 	 {ordain}(nselect:0)
{ordain}(nselect:0) 	 	 {predestine}(nselect:0)
{ordain}(nselect:0) 	 	 {will}(nselect:0)
{ordain}(nselect:0) 	 	 {destine, fate, doom, designate}(nselect:1)
{declare}(nselect:0) 	 	 {opine, speak up, speak out, animadvert, sound off}(nselect:0)
{declare}(nselect:0) 	 	 {count out}(nselect:0)
{declare}(nselect:0) 	 	 {promise, assure}(nselect:3)
{promise, assure}(nselect:3) 	 	 {pledge, plight}(nselect:0)
{pledge, plight}(nselect:0) 	 	 {vow}(nselect:0)
{pledge, plight}(nselect:0) 	 	 {covenant}(nselect:0)
{pledge, plight}(nselect:0) 	 	 {covenant}(nselect:0)
{pledge, plight}(nselect:0) 	 	 {guarantee, vouch}(nselect:3)
{guarantee, vouch}(nselect:3) 	 	 {bail}(nselect:0)
{guarantee, vouch}(nselect:3) 	 	 {stipulate}(nselect:0)
{guarantee, vouch}(nselect:3) 	 	 {secure}(nselect:0)
{promise, assure}(nselect:3) 	 	 {swear off}(nselect:0)
{promise, assure}(nselect:3) 	 	 {contract, undertake}(nselect:0)
{promise, assure}(nselect:3) 	 	 {undertake, guarantee}(nselect:1)
{undertake, guarantee}(nselect:1) 	 	 {underwrite, subvention, subvent}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {present, represent, lay out}(nselect:0)
{present, represent, lay out}(nselect:0) 	 	 {argue, reason}(nselect:1)
{argue, reason}(nselect:1) 	 	 {re-argue}(nselect:0)
{argue, reason}(nselect:1) 	 	 {expostulate}(nselect:0)
{argue, reason}(nselect:1) 	 	 {defend, support, fend for}(nselect:4)
{defend, support, fend for}(nselect:4) 	 	 {apologize, apologise, excuse, justify, rationalize, rationalise}(nselect:0)
{defend, support, fend for}(nselect:4) 	 	 {stand up, stick up}(nselect:0)
{defend, support, fend for}(nselect:4) 	 	 {uphold}(nselect:0)
{present, represent, lay out}(nselect:0) 	 	 {argue, indicate}(nselect:0)
{present, represent, lay out}(nselect:0) 	 	 {spin}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {misstate}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {answer, reply, respond}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {precede, preface, premise, introduce}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {articulate, enunciate, vocalize, vocalise}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {get out}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {declare}(nselect:2)
{state, say, tell}(nselect:56) 	 	 {note, observe, mention, remark}(nselect:0)
{note, observe, mention, remark}(nselect:0) 	 	 {comment, notice, remark, point out}(nselect:1)
{comment, notice, remark, point out}(nselect:1) 	 	 {knock, criticize, criticise, pick apart}(nselect:0)
{comment, notice, remark, point out}(nselect:1) 	 	 {wisecrack}(nselect:0)
{comment, notice, remark, point out}(nselect:1) 	 	 {kibitz, kibbitz}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {add, append, supply}(nselect:2)
{add, append, supply}(nselect:2) 	 	 {slip in, stick in, sneak in, insert}(nselect:0)
{add, append, supply}(nselect:2) 	 	 {toss in}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {explain}(nselect:1)
{state, say, tell}(nselect:56) 	 	 {give}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {summarize, summarise, sum, sum up}(nselect:0)
{state, say, tell}(nselect:56) 	 	 {announce, declare}(nselect:23)
{announce, declare}(nselect:23) 	 	 {promulgate}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {curse, cuss, blaspheme, swear, imprecate}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {wish}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {exclaim, cry, cry out, outcry, call out, shout}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {clamor, clamour}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {vociferate, shout out}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {marvel}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {voice}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {raise}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {breathe}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {drop}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {pour out}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {get off}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {platitudinize}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {say}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {represent}(nselect:1)
{represent}(nselect:1) 	 	 {misrepresent, belie}(nselect:0)
{represent}(nselect:1) 	 	 {dramatize, dramatise}(nselect:0)
{represent}(nselect:1) 	 	 {portray}(nselect:0)
{represent}(nselect:1) 	 	 {embody}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {pooh-pooh}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {hurl, throw}(nselect:0)
Verbo(nselect:0) 	 	 {keep, maintain, hold}(nselect:4)
{keep, maintain, hold}(nselect:4) 	 	 {continue, uphold, carry on, bear on, preserve}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {persevere, persist, hang in, hang on, hold on}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {perpetuate}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {prolong, sustain, keep up}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {mummify}(nselect:0)
{continue, uphold, carry on, bear on, preserve}(nselect:0) 	 	 {resume, restart, re-start}(nselect:2)
{keep, maintain, hold}(nselect:4) 	 	 {pressurize, pressurise}(nselect:0)
{keep, maintain, hold}(nselect:4) 	 	 {hold over}(nselect:0)
{keep, maintain, hold}(nselect:4) 	 	 {conserve}(nselect:0)
{keep, maintain, hold}(nselect:4) 	 	 {preserve}(nselect:0)
{keep, maintain, hold}(nselect:4) 	 	 {distance}(nselect:0)
{keep, maintain, hold}(nselect:4) 	 	 {housekeep}(nselect:0)
Verbo(nselect:0) 	 	 {burn, combust}(nselect:0)
{burn, combust}(nselect:0) 	 	 {ignite, light}(nselect:0)
{burn, combust}(nselect:0) 	 	 {char, coal}(nselect:0)
{burn, combust}(nselect:0) 	 	 {deflagrate}(nselect:0)
{burn, combust}(nselect:0) 	 	 {set ablaze, set aflame, set on fire, set afire}(nselect:5)
Verbo(nselect:0) 	 	 {happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {break, recrudesce, develop}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {arise, come up}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {result}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {intervene}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {transpire}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {give}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {operate}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {supervene}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {proceed, go}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {come}(nselect:1)
{come}(nselect:1) 	 	 {fall, descend, settle}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {fall}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {anticipate}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {develop}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {recur, repeat}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {go off, come off, go over}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {come around, roll around}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {happen, materialize, materialise}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {happen, befall, bechance}(nselect:8)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {befall, bechance, betide}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {concur, coincide}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {backfire, backlash, recoil}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {chance}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {break}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {fall, shine, strike}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {turn out}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:22) 	 	 {synchronize, synchronise, contemporize, contemporise}(nselect:0)
Verbo(nselect:0) 	 	 {prevent, keep}(nselect:0)
{prevent, keep}(nselect:0) 	 	 {impede, hinder}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {blockade, block off}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {barricade, barricado}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {barricade}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {suffocate, stifle, asphyxiate, choke}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {tie up}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {dam, dam up}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {screen, block out}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {land up, earth up}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {clog, choke off, clog up, back up, congest, choke, foul}(nselect:0)
{obstruct, obturate, impede, occlude, jam, block, close up}(nselect:1) 	 	 {barricade, block, blockade, stop, block off, block up, bar}(nselect:9)
{barricade, block, blockade, stop, block off, block up, bar}(nselect:9) 	 	 {shut off, block off, close off}(nselect:0)
{barricade, block, blockade, stop, block off, block up, bar}(nselect:9) 	 	 {close}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {inhibit}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {interfere}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {set back}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {hobble}(nselect:0)
{impede, hinder}(nselect:0) 	 	 {stunt}(nselect:0)
