Verbo(nselect:0) 	 	 {perform, execute, do}(nselect:67)
{initiate, pioneer}(nselect:0) 	 	 {trip, actuate, trigger, activate, set off, spark off, spark, trigger off, touch off}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {stage, arrange}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {mount}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {undertake, set about, attempt}(nselect:1)
{initiate, pioneer}(nselect:0) 	 	 {organize, organise, prepare, devise, get up, machinate}(nselect:0)
{organize, organise, prepare, devise, get up, machinate}(nselect:0) 	 	 {lay}(nselect:0)
{organize, organise, prepare, devise, get up, machinate}(nselect:0) 	 	 {set up}(nselect:0)
{organize, organise, prepare, devise, get up, machinate}(nselect:0) 	 	 {sandwich}(nselect:0)
{organize, organise, prepare, devise, get up, machinate}(nselect:0) 	 	 {spatchcock}(nselect:0)
{organize, organise, prepare, devise, get up, machinate}(nselect:0) 	 	 {embattle}(nselect:0)
{organize, organise, prepare, devise, get up, machinate}(nselect:0) 	 	 {mount, put on}(nselect:1)
{mount, put on}(nselect:1) 	 	 {rerun}(nselect:0)
{initiate, pioneer}(nselect:0) 	 	 {introduce, innovate}(nselect:1)
{introduce, innovate}(nselect:1) 	 	 {phase in}(nselect:0)
{introduce, innovate}(nselect:1) 	 	 {pioneer, open up}(nselect:0)
{introduce, innovate}(nselect:1) 	 	 {debut}(nselect:0)
{cause, do, make}(nselect:28) 	 	 {effect, effectuate, set up}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {draw, get}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {precipitate}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {induce, stimulate, rush, hasten}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {serve}(nselect:1)
{serve}(nselect:1) 	 	 {help, facilitate}(nselect:0)
{effect, effectuate, set up}(nselect:0) 	 	 {carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:14)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:14) 	 	 {get over}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:14) 	 	 {run}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:14) 	 	 {consummate}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:14) 	 	 {consummate}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:14) 	 	 {do, perform}(nselect:5)
{do, perform}(nselect:5) 	 	 {overachieve}(nselect:0)
{do, perform}(nselect:5) 	 	 {turn}(nselect:0)
{do, perform}(nselect:5) 	 	 {underachieve, underperform}(nselect:0)
{do, perform}(nselect:5) 	 	 {misdo}(nselect:0)
{do, perform}(nselect:5) 	 	 {go all out, give one's best, do one's best, give full measure}(nselect:0)
{do, perform}(nselect:5) 	 	 {ply}(nselect:0)
{carry through, accomplish, execute, carry out, action, fulfill, fulfil}(nselect:14) 	 	 {dispatch, discharge, complete}(nselect:1)
{cause, do, make}(nselect:28) 	 	 {make}(nselect:0)
{cause, do, make}(nselect:28) 	 	 {occasion}(nselect:0)
{cause, do, make}(nselect:28) 	 	 {provoke, evoke, call forth, kick up}(nselect:8)
{provoke, evoke, call forth, kick up}(nselect:8) 	 	 {pick}(nselect:0)
{cause, do, make}(nselect:28) 	 	 {engender, breed, spawn}(nselect:0)
{cause, do, make}(nselect:28) 	 	 {motivate, actuate, propel, move, prompt, incite}(nselect:1)
{cause, do, make}(nselect:28) 	 	 {impel, force}(nselect:2)
{cause, do, make}(nselect:28) 	 	 {facilitate}(nselect:0)
Verbo(nselect:0) 	 	 {induce, stimulate, cause, have, get, make}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {decide}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {persuade}(nselect:0)
{persuade}(nselect:0) 	 	 {hustle}(nselect:0)
{persuade}(nselect:0) 	 	 {bring round, bring around}(nselect:0)
{persuade}(nselect:0) 	 	 {badger}(nselect:0)
{persuade}(nselect:0) 	 	 {sell}(nselect:0)
{persuade}(nselect:0) 	 	 {chat up}(nselect:0)
{persuade}(nselect:0) 	 	 {talk into}(nselect:0)
{persuade}(nselect:0) 	 	 {rope in}(nselect:0)
{persuade}(nselect:0) 	 	 {wheedle, cajole, palaver, blarney, coax, sweet-talk, inveigle}(nselect:0)
{persuade}(nselect:0) 	 	 {brainwash}(nselect:0)
{persuade}(nselect:0) 	 	 {assure}(nselect:0)
{persuade}(nselect:0) 	 	 {charm, influence, tempt}(nselect:0)
{persuade}(nselect:0) 	 	 {prevail}(nselect:0)
{persuade}(nselect:0) 	 	 {drag}(nselect:0)
{persuade}(nselect:0) 	 	 {tempt}(nselect:0)
{persuade}(nselect:0) 	 	 {seduce, score, make}(nselect:0)
{persuade}(nselect:0) 	 	 {convert, win over, convince}(nselect:3)
{convert, win over, convince}(nselect:3) 	 	 {disarm}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {bring}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {solicit}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {encourage}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {lead}(nselect:1)
{lead}(nselect:1) 	 	 {give}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {prompt, inspire, instigate}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {suborn}(nselect:0)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {compel, oblige, obligate}(nselect:2)
{compel, oblige, obligate}(nselect:2) 	 	 {force, thrust}(nselect:0)
{compel, oblige, obligate}(nselect:2) 	 	 {walk}(nselect:0)
{compel, oblige, obligate}(nselect:2) 	 	 {coerce, hale, squeeze, pressure, force}(nselect:0)
{compel, oblige, obligate}(nselect:2) 	 	 {clamor}(nselect:0)
{compel, oblige, obligate}(nselect:2) 	 	 {condemn}(nselect:0)
{compel, oblige, obligate}(nselect:2) 	 	 {shame}(nselect:0)
{compel, oblige, obligate}(nselect:2) 	 	 {enforce, implement, apply}(nselect:0)
{compel, oblige, obligate}(nselect:2) 	 	 {enforce, impose}(nselect:3)
{induce, stimulate, cause, have, get, make}(nselect:0) 	 	 {let}(nselect:3)
Verbo(nselect:0) 	 	 {destroy, ruin}(nselect:5)
{destroy, ruin}(nselect:5) 	 	 {burn, fire, burn down}(nselect:2)
{burn, fire, burn down}(nselect:2) 	 	 {backfire}(nselect:0)
{burn, fire, burn down}(nselect:2) 	 	 {cremate}(nselect:0)
{burn, fire, burn down}(nselect:2) 	 	 {torch}(nselect:0)
{burn, fire, burn down}(nselect:2) 	 	 {scorch}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {lay waste to, waste, devastate, desolate, ravage, scourge}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {harry, ravage}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {break}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {break, bust}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {vandalize, vandalise}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {do a job on}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {subvert}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {get}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {devour}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {rape, spoil, despoil, violate, plunder}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {explode}(nselect:2)
{destroy, ruin}(nselect:5) 	 	 {consume}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {shipwreck}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {bust up, wreck, wrack}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {kick in, kick down}(nselect:0)
{destroy, ruin}(nselect:5) 	 	 {wash out}(nselect:0)
Verbo(nselect:0) 	 	 {act, move}(nselect:2)
{act, move}(nselect:2) 	 	 {interact}(nselect:0)
{interact}(nselect:0) 	 	 {communicate, intercommunicate}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {grimace, make a face, pull a face}(nselect:0)
{grimace, make a face, pull a face}(nselect:0) 	 	 {squint, squinch}(nselect:0)
{grimace, make a face, pull a face}(nselect:0) 	 	 {wince}(nselect:0)
{grimace, make a face, pull a face}(nselect:0) 	 	 {frown, glower, lour, lower}(nselect:0)
{grimace, make a face, pull a face}(nselect:0) 	 	 {screw up}(nselect:0)
{grimace, make a face, pull a face}(nselect:0) 	 	 {pout, mop, mow}(nselect:0)
{grimace, make a face, pull a face}(nselect:0) 	 	 {smile}(nselect:1)
{smile}(nselect:1) 	 	 {dimple}(nselect:0)
{smile}(nselect:1) 	 	 {grin}(nselect:0)
{smile}(nselect:1) 	 	 {beam}(nselect:0)
{smile}(nselect:1) 	 	 {smirk, simper}(nselect:0)
{smile}(nselect:1) 	 	 {sneer}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {yak, gab}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {fingerspell, finger-spell}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {aphorize, aphorise}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {riddle}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {project}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {reach, get through, get hold of, contact}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {inflict, bring down, visit, impose}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {commune}(nselect:0)
{commune}(nselect:0) 	 	 {pray}(nselect:1)
{communicate, intercommunicate}(nselect:0) 	 	 {ask, inquire, enquire}(nselect:4)
{ask, inquire, enquire}(nselect:4) 	 	 {pry}(nselect:0)
{ask, inquire, enquire}(nselect:4) 	 	 {consult, confer with}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {telecommunicate}(nselect:0)
{telecommunicate}(nselect:0) 	 	 {telex}(nselect:0)
{telecommunicate}(nselect:0) 	 	 {cable, telegraph, wire}(nselect:0)
{telecommunicate}(nselect:0) 	 	 {fax, telefax, facsimile}(nselect:0)
{telecommunicate}(nselect:0) 	 	 {e-mail, email, netmail}(nselect:0)
{telecommunicate}(nselect:0) 	 	 {call}(nselect:0)
{telecommunicate}(nselect:0) 	 	 {call, telephone, call up, phone, ring}(nselect:2)
{call, telephone, call up, phone, ring}(nselect:2) 	 	 {cell phone}(nselect:0)
{call, telephone, call up, phone, ring}(nselect:2) 	 	 {call in}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {joke, jest}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {blog}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {greet}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {address, turn to}(nselect:1)
{address, turn to}(nselect:1) 	 	 {ask}(nselect:0)
{address, turn to}(nselect:1) 	 	 {address, call}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {nod}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {sign}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {talk, speak, utter, mouth, verbalize, verbalise}(nselect:2)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {talk of, talk about}(nselect:0)
{talk of, talk about}(nselect:0) 	 	 {hash out, discuss, talk over}(nselect:12)
{hash out, discuss, talk over}(nselect:12) 	 	 {negociate, negotiate, talk terms}(nselect:5)
{negociate, negotiate, talk terms}(nselect:5) 	 	 {intercede, mediate, intermediate, liaise, arbitrate}(nselect:0)
{negociate, negotiate, talk terms}(nselect:5) 	 	 {renegociate, renegotiate}(nselect:0)
{negociate, negotiate, talk terms}(nselect:5) 	 	 {dicker, bargain}(nselect:0)
{negociate, negotiate, talk terms}(nselect:5) 	 	 {broker}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {negociate}(nselect:0)
{negociate}(nselect:0) 	 	 {renegociate, renegotiate}(nselect:0)
{negociate}(nselect:0) 	 	 {horse-trade}(nselect:0)
{negociate}(nselect:0) 	 	 {parley}(nselect:0)
{negociate}(nselect:0) 	 	 {treat}(nselect:2)
{hash out, discuss, talk over}(nselect:12) 	 	 {powwow}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {debate, deliberate}(nselect:1)
{debate, deliberate}(nselect:1) 	 	 {vex}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {bandy, kick around}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {moderate, chair, lead}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {rede, advise, counsel}(nselect:0)
{rede, advise, counsel}(nselect:0) 	 	 {dissuade, deter}(nselect:0)
{rede, advise, counsel}(nselect:0) 	 	 {warn, discourage, admonish, monish}(nselect:0)
{rede, advise, counsel}(nselect:0) 	 	 {tip off, tip}(nselect:0)
{rede, advise, counsel}(nselect:0) 	 	 {misadvise, misguide}(nselect:0)
{rede, advise, counsel}(nselect:0) 	 	 {propound}(nselect:0)
{rede, advise, counsel}(nselect:0) 	 	 {consult}(nselect:0)
{rede, advise, counsel}(nselect:0) 	 	 {contraindicate}(nselect:0)
{rede, advise, counsel}(nselect:0) 	 	 {urge, urge on, press, exhort}(nselect:2)
{urge, urge on, press, exhort}(nselect:2) 	 	 {rush, hurry}(nselect:0)
{urge, urge on, press, exhort}(nselect:2) 	 	 {push, bear on}(nselect:0)
{urge, urge on, press, exhort}(nselect:2) 	 	 {preach, advocate}(nselect:1)
{preach, advocate}(nselect:1) 	 	 {sermonize, sermonise, preachify, moralize, moralise}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {confer, confabulate, confab, consult}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {broach, initiate}(nselect:0)
{broach, initiate}(nselect:0) 	 	 {cover, treat, handle, plow, deal, address}(nselect:1)
{cover, treat, handle, plow, deal, address}(nselect:1) 	 	 {theologize, theologise}(nselect:0)
{cover, treat, handle, plow, deal, address}(nselect:1) 	 	 {discourse, talk about, discuss}(nselect:4)
{discourse, talk about, discuss}(nselect:4) 	 	 {descant}(nselect:0)
{discourse, talk about, discuss}(nselect:4) 	 	 {talk shop}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {bandy about}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {thrash out, hammer out}(nselect:0)
{hash out, discuss, talk over}(nselect:12) 	 	 {consider, debate, moot, turn over, deliberate}(nselect:1)
{consider, debate, moot, turn over, deliberate}(nselect:1) 	 	 {see}(nselect:0)
{consider, debate, moot, turn over, deliberate}(nselect:1) 	 	 {premeditate}(nselect:0)
{consider, debate, moot, turn over, deliberate}(nselect:1) 	 	 {debate}(nselect:1)
{consider, debate, moot, turn over, deliberate}(nselect:1) 	 	 {wrestle}(nselect:0)
{consider, debate, moot, turn over, deliberate}(nselect:1) 	 	 {think twice}(nselect:0)
{talk of, talk about}(nselect:0) 	 	 {blaspheme}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {sing}(nselect:0)
{sing}(nselect:0) 	 	 {place}(nselect:0)
{sing}(nselect:0) 	 	 {troll}(nselect:0)
{sing}(nselect:0) 	 	 {croon}(nselect:0)
{sing}(nselect:0) 	 	 {chant, intone, intonate, cantillate}(nselect:0)
{sing}(nselect:0) 	 	 {yodel, warble, descant}(nselect:0)
{sing}(nselect:0) 	 	 {warble, trill, quaver}(nselect:0)
{sing}(nselect:0) 	 	 {treble}(nselect:0)
{sing}(nselect:0) 	 	 {hum}(nselect:0)
{sing}(nselect:0) 	 	 {belt out, belt}(nselect:0)
{sing}(nselect:0) 	 	 {descant on}(nselect:0)
{sing}(nselect:0) 	 	 {vocalize, vocalise}(nselect:0)
{sing}(nselect:0) 	 	 {harmonize, harmonise}(nselect:0)
{sing}(nselect:0) 	 	 {descant}(nselect:0)
{sing}(nselect:0) 	 	 {sing along}(nselect:0)
{sing}(nselect:0) 	 	 {psalm}(nselect:0)
{sing}(nselect:0) 	 	 {minstrel}(nselect:0)
{sing}(nselect:0) 	 	 {solmizate}(nselect:0)
{sing}(nselect:0) 	 	 {tweedle, chirp}(nselect:0)
{sing}(nselect:0) 	 	 {choir, chorus}(nselect:0)
{sing}(nselect:0) 	 	 {sing}(nselect:1)
{sing}(nselect:1) 	 	 {solmizate}(nselect:0)
{sing}(nselect:1) 	 	 {troll}(nselect:0)
{sing}(nselect:1) 	 	 {hymn}(nselect:0)
{sing}(nselect:1) 	 	 {carol}(nselect:0)
{sing}(nselect:1) 	 	 {madrigal}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {read}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {vocalize, vocalise, phonate}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {troll}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {begin}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {lip off, shoot one's mouth off}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {whisper}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {peep}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {speak up}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {snap, snarl}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {enthuse}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {speak in tongues}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {swallow}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {verbalize, verbalise}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {whiff}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {blubber, blubber out}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {drone, drone on}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {bumble, stutter, stammer, falter}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {rasp}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {blurt out, blurt, blunder out, blunder, ejaculate}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {tone, inflect, modulate}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {deliver, present}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {generalize, generalise}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {chatter, piffle, palaver, prate, tittle-tattle, twaddle, clack, maunder, prattle, blab, gibber, tattle, blabber, gabble}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {chatter}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {yack, jaw, yack away, rattle on, yap away}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {open up}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {snivel, whine}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {murmur}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {mumble, mutter, maunder, mussitate}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {slur}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {bark}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {bay}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {rant, mouth off, jabber, spout, rabbit on, rave}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {hiss, sizz, siss, sibilate}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {cackle}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {babble}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {tone, chant, intone}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {gulp}(nselect:0)
{talk, speak, utter, mouth, verbalize, verbalise}(nselect:2) 	 	 {shout}(nselect:4)
{shout}(nselect:4) 	 	 {yell, scream}(nselect:0)
{shout}(nselect:4) 	 	 {holler, holler out}(nselect:0)
{shout}(nselect:4) 	 	 {thunder, roar}(nselect:0)
{shout}(nselect:4) 	 	 {bawl, bellow}(nselect:0)
{communicate, intercommunicate}(nselect:0) 	 	 {talk, speak}(nselect:5)
{talk, speak}(nselect:5) 	 	 {converse, discourse}(nselect:0)
{converse, discourse}(nselect:0) 	 	 {argue, contend, debate, fence}(nselect:0)
{argue, contend, debate, fence}(nselect:0) 	 	 {oppose}(nselect:2)
{oppose}(nselect:2) 	 	 {contest, contend, repugn}(nselect:0)
{contest, contend, repugn}(nselect:0) 	 	 {challenge, dispute, gainsay}(nselect:6)
{challenge, dispute, gainsay}(nselect:6) 	 	 {call}(nselect:0)
